OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_1,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.695377,-156.045421,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_17,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6943889,-156.0409444,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_19,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6915278,-156.0373889,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_51,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6845278,-156.0338333,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_55,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6838333,-156.0323889,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_6,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.695373,-156.042953,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_62,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6824722,-156.0304444,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_65,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6808889,-156.0301389,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_75,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6828889,-156.0296389,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_82,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS AN ANCHIALINE POND ON THE KONA COAST OF HAWAII NEAR KAILUA KONA WITHIN THE KALOKO HONOKOHAU NATIONAL HISTORICAL PARK.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6805833,-156.0238333,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_F1,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS WITHIN THE KALOKO FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6904444,-156.0343056,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_F4,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS WITHIN THE KALOKO FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6905556,-156.0357778,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_F5,'AIMAKAPA FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS WITHIN THE  'AIMAKAPA FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6811944,-156.0279444,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_F8,'AIMAKAPA FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS WITHIN THE  'AIMAKAPA FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.6791944,-156.0287222,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_M1,OFFSHORE 10 M FROM KALOKO FISHPOND ON HAWAII,Ocean,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS 10 METERS OFFSHORE FROM THE KALOKO FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.6900833,-156.0362222,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
