ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,MonitoringLocationIdentifier,SampleCollectionMethod/MethodName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName
Water,Surface Water,8/20/1984,USGS-194037155035301,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,NA,3,ug/l,"8-4003-01 Panaewa W-1, HI",Well,20010000,19.67388056,-155.0618944,NAD83,206.1,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194053156013001,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194053156013001,Submersible pump,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194053156013001,Submersible pump,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.036,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194120156013501,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194120156013501,Submersible pump,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.036,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194120156013501,Submersible pump,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194125156015501,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194125156015501,Submersible pump,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/4/1997,USGS-194315155584101,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4358-01 Kalaoa EX A, HI",Well,20010000,19.71776944,-155.9753,NAD83,1799,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,9/2/1986,USGS-194318155061801,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4306-01 Piihonua W-1, HI",Well,20010000,19.71835833,-155.102225,NAD83,278,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/22/1985,USGS-194715155061301,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOCs, water, GC-MS",3,ug/l,"8-4706-01 Papaikou Well, HI",Well,20010000,19.78467778,-155.1008417,NAD83,369,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/22/1985,USGS-195035155054501,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOCs, water, GC-MS",3,ug/l,8-5005-01 W7-1,Well,20010000,19.840025,-155.0930528,NAD83,304,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,8/22/1984,USGS-195857155142301,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,NA,3,ug/l,"8-5814-01 Laupahoehoe W-1, HI",Well,20010000,19.97945,-155.2369472,NAD83,659.03,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/27/1986,USGS-195939155464201,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-5946-03 Lalamilo W-C, HI",Well,20010000,19.98967778,-155.776386,NAD83,1088,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,8/27/1986,USGS-200518155281601,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-6528-01 Haina Well, HI",Well,20010000,20.08525833,-155.4683278,NAD83,854.66,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/7/1989,USGS-201307155452001,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,8-7345-04 MAKAPALA,Well,20010000,20.21554722,-155.7527694,NAD83,395,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,10/20/1989,USGS-201319155472301,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-7347-05 Test Well-B Halaula Kohala, HI",Well,20010000,20.21872222,-155.7872222,NAD83,628.24,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/31/1989,USGS-201428155480201,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,8-7448-07 HONOPUEO,Well,20010000,20.23804722,-155.7977694,NAD83,414.76,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/27/1986,USGS-201428155494201,USGS,Not Detected,Ethylbenzene,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-7449-02 Hawi W-H, HI",Well,20010000,20.23804722,-155.8255444,NAD83,541.4,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/2/2009,USGS-194014156013301,Grab sample  (dip),Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.05,ug/l,"Kaloko Anchialine Pool 099, HI",Spring,20010000,19.67052778,-156.0258889,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,7/28/2009,USGS-194014156013301,Grab sample  (dip),Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"Kaloko Anchialine Pool 099, HI",Spring,20010000,19.67052778,-156.0258889,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,9/3/1997,USGS-194053156013001,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194053156013001,Submersible pump,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194053156013001,Submersible pump,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.05,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194120156013501,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,12/1/2009,USGS-194120156013501,Submersible pump,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.05,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194120156013501,Submersible pump,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/3/1997,USGS-194125156015501,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,7/23/2009,USGS-194125156015501,Submersible pump,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, acidified, GCMS",0.04,ug/l,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,9/4/1997,USGS-194315155584101,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-4358-01 Kalaoa EX A, HI",Well,20010000,19.71776944,-155.9753,NAD83,1799,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,7/7/1989,USGS-201307155452001,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,8-7345-04 MAKAPALA,Well,20010000,20.21554722,-155.7527694,NAD83,395,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,10/20/1989,USGS-201319155472301,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,"8-7347-05 Test Well-B Halaula Kohala, HI",Well,20010000,20.21872222,-155.7872222,NAD83,628.24,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,8/31/1989,USGS-201428155480201,USGS,Not Detected,Ethylene dibromide,Recoverable,NA,NA,"VOC, wu, censor at <RL, GCMS",0.2,ug/l,8-7448-07 HONOPUEO,Well,20010000,20.23804722,-155.7977694,NAD83,414.76,feet,0.1,feet,Level or other surveyed method.,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Etoxazole,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Etoxazole,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Etoxazole,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/20/2013,USGS-192646155532001,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-2653-01 Keei W-C, HI",Well,20010000,19.44305556,-155.886111,NAD83,882.9,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-192757155530101,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-2753-03 Keei D, HI",Well,20010000,19.46277778,-155.8808333,NAD83,1347,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-193117155550802,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-3155-02 Halekii, HI",Well,20010000,19.51833333,-155.916111,NAD83,1750,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/20/2013,USGS-193659155571701,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-3657-01 N. Kona Holualoa, HI",Well,20010000,19.61333056,-155.9475194,NAD83,1121.85,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-193758155565101,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-3857-04 Waiaha, HI",Well,20010000,19.63277778,-155.9475,NAD83,1541.72,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-193902155570501,USGS,NA,Europium,Dissolved,4e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-3957-05 Keopu Mauka, HI",Well,20010000,19.65058333,-155.9514444,NAD83,1601,feet,5,feet,Interpolated from topographic map.,LMSL
Water,Groundwater,3/21/2013,USGS-193952155591301,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0003,ug/l,"8-3959-01 Kamakana, HI",Well,20010000,19.66469444,-155.987111,NAD83,542.35,feet,0.01,feet,Reported method of determination.,LMSL
Water,Groundwater,3/21/2013,USGS-193952155591301,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.003,ug/l,"8-3959-01 Kamakana, HI",Well,20010000,19.66469444,-155.987111,NAD83,542.35,feet,0.01,feet,Reported method of determination.,LMSL
Water,Groundwater,3/20/2013,USGS-193955155572901,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-4057-01 Keahuola QLT 1, HI",Well,20010000,19.66527778,-155.9580556,NAD83,1761.82,feet,1,feet,Reported method of determination.,LMSL
Water,Bulk deposition,9/20/2013,USGS-194035156013001,USGS,NA,Europium,Dissolved,6e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"Honokohau precip site nr alt 5 ft, HI",Atmosphere,20010000,19.6763611,-156.0248889,NAD83,5,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/21/2013,USGS-194053156013001,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0006,ug/l,"8-4061-01 KAHO Well 1, HI",Well,20010000,19.67835,-156.0222194,NAD83,36.68,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/20/2013,USGS-194056155575201,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-4158-02 Honokohau Well, HI",Well,20010000,19.68222222,-155.9644444,NAD83,1680.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/18/2013,USGS-194120156013501,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0003,ug/l,"8-4161-02 KAHO Well 2, HI",Well,20010000,19.68584444,-156.0236139,NAD83,53.33,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/21/2013,USGS-194125156015501,USGS,NA,Europium,Dissolved,7e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-01 KAHO Well 3, HI",Well,20010000,19.68723889,-156.0291639,NAD83,22.96,feet,0.01,feet,Level or other surveyed method.,LMSL
Water,Groundwater,3/22/2013,USGS-194128156015601,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.003,ug/l,"8-4161-11 Kohanaiki MW401, HI",Well,20010000,19.69125,-156.0323056,NAD83,16.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/22/2013,USGS-194128156015601,USGS,NA,Europium,Dissolved,0.004,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4161-11 Kohanaiki MW401, HI",Well,20010000,19.69125,-156.0323056,NAD83,16.58,feet,1,feet,Reported method of determination.,LMSL
Water,Groundwater,3/19/2013,USGS-194150156001201,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0003,ug/l,"8-4160-02 Kaloko 2, HI",Well,20010000,19.69672222,-156.0013056,NAD83,541.39,feet,1,feet,Reported method of determination.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194157155574101,USGS,NA,Europium,Dissolved,7e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 2,220 ft, HI",Atmosphere,20010000,19.69925,-155.9615,NAD83,2220,feet,20,feet,Interpolated from topographic map.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194214155562101,USGS,NA,Europium,Dissolved,7e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 3,470 ft, HI",Atmosphere,20010000,19.70388889,-155.9391667,NAD83,3470,feet,20,feet,Interpolated from topographic map.,LMSL
Water,Groundwater,3/22/2013,USGS-194217156021501,USGS,NA,Europium,Dissolved,7e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"8-4262-02 Kohanaiki 2, HI",Well,20010000,19.70472222,-156.0375,NAD83,68.3,feet,1,feet,Reported method of determination.,LMSL
Water,Bulk deposition,9/19/2013,USGS-194244155552401,USGS,NA,Europium,Dissolved,4e-4,ug/l,"Metals, wf, ICP-MS",NA,NA,"Kaloko precip site nr alt 4,610 ft, HI",Atmosphere,20010000,19.71216667,-155.9232778,NAD83,4610,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Groundwater,3/20/2013,USGS-194315155584101,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0001,ug/l,"8-4358-01 Kalaoa EX A, HI",Well,20010000,19.71776944,-155.9753,NAD83,1799,feet,20,feet,Reported method of determination.,LMSL
Water,Groundwater,3/19/2013,USGS-194327156002301,USGS,Not Detected,Europium,Dissolved,NA,NA,"Metals, wf, ICP-MS",0.0003,ug/l,"8-4360-01 Kalaoa N. Kona (W12-11), HI",Well,20010000,19.721,-156.003361,NAD83,680.4,feet,1,feet,Reported method of determination.,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.03,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.6,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fenamiphos,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.6,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.054,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fenamiphos Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",10,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
